Country,Latregion,Lat_mean,Long_mean,iso3Code,region,incomeLevel,wbLong,wbLat,population,landAreaSqkm,popDensity,popLargestCity,lifeExpectancy,gdpCapita,airTransport,carrierDepart,giniIndex,healthExpend,countryWB,soc_econ,huma_exem,lockdown,mov_rest,pub_health,soc_dist,CountryFree,WEBNAME,RegionFree,World Rank,Region Rank,2020 Score,Property Rights,Judical Effectiveness,Government Integrity,Tax Burden,Gov't Spending,Fiscal Health,Business Freedom,Labor Freedom,Monetary Freedom,Trade Freedom,Investment Freedom ,Financial Freedom,Tariff Rate (%),Income Tax Rate (%),Corporate Tax Rate (%),Tax Burden % of GDP,Gov't Expenditure % of GDP ,Population (Millions),"GDP (Billions, PPP)",GDP Growth Rate (%),5 Year GDP Growth Rate (%),GDP per Capita (PPP),Unemployment (%),Inflation (%),FDI Inflow (Millions),Public Debt (% of GDP),confirmedTotal,confirmZeroDays,confirmInfectDays,deathsTotal,deathsZeroDays,deathsInfectDays,recoveredTotal,recoveredZeroDays,recoveredInfectDays,2020-01-23,2020-01-24,2020-01-25,2020-01-26,2020-01-27,2020-01-28,2020-01-29,2020-01-30,2020-01-31,2020-02-01,2020-02-02,2020-02-03,2020-02-04,2020-02-05,2020-02-06,2020-02-07,2020-02-08,2020-02-09,2020-02-10,2020-02-11,2020-02-12,2020-02-13,2020-02-14,2020-02-15,2020-02-16,2020-02-17,2020-02-18,2020-02-19,2020-02-20,2020-02-21,2020-02-22,2020-02-23,2020-02-24,2020-02-25,2020-02-26,2020-02-27,2020-02-28,2020-02-29,2020-03-01,2020-03-02,2020-03-03,2020-03-04,2020-03-05,2020-03-06,2020-03-07,2020-03-08,2020-03-09,2020-03-10,2020-03-11,2020-03-12,2020-03-13,2020-03-14,2020-03-15,2020-03-16,2020-03-17,2020-03-18,2020-03-19,2020-03-20,2020-03-21,2020-03-22,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-04,2020-04-05,2020-04-06,2020-04-07,2020-04-08,2020-04-09,2020-04-10,2020-04-11,2020-04-12,2020-04-13,2020-04-14,2020-04-15,2020-04-16,2020-04-17,2020-04-18,2020-04-19,2020-04-20,2020-04-21,2020-04-22,2020-04-23,2020-04-24,2020-04-25,2020-04-26,2020-04-27,2020-04-28,2020-04-29,2020-04-30,2020-05-01,2020-05-02,2020-05-03,2020-05-04,2020-05-05,2020-05-06,2020-05-07,2020-05-08,2020-05-09,2020-05-10,2020-05-11,2020-05-12,2020-05-13,2020-05-14,2020-05-15,2020-05-16,2020-05-17,2020-05-18,2020-05-19,2020-05-20
Cote d'Ivoire,Lower,7.54,-5.5471,CIV,Sub-Saharan Africa ,Lower middle income,-4.0305,5.332,25069229,318000,78.8340534591195,4920776,57.422,1715.53133212649,779482,15188,41.5,4.45303432643414,Cote d'Ivoire,9,0,1,9,9,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2231,49,71,29,67,53,1083,55,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,1,1,1,0,0,0,0,2,1,0,4,1,0,0,0,0,0,0,0,0,1,0,2,0,1,0,2,0,1,0,0,0,3,0,0,1,2,1,0,1
Liberia,Lower,6.4281,-9.4295,LBR,Sub-Saharan Africa ,Low income,-10.7957,6.30039,4818977,96320,50.0309073920266,1418300,63.73,677.322178545364,,,35.3,8.15533772110939,Liberia,5,0,6,3,8,14,Liberia,Liberia,Sub-Saharan Africa,165,40,49,31.1,37.9,23.8,86.1,65.5,59.7,48.2,38.2,62.1,60.6,55,20,12.2,25,25,11.9,33.8956666666667,4.463,6.327,1.242,0.6,1417.61,2,23.429,122.2,40.541,238,54,66,23,73,47,128,73,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,3,1,0,4,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
Singapore,Lower,1.2833,103.8333,SGP,East Asia & Pacific,High income,103.85,1.28941,5638676,709.000015258789,7952.9984184018,5791901,83.1463414634146,64581.9440183954,40401515,208787,,4.44038286805153,Singapore,59,0,3,20,84,43,Singapore,Singapore,Asia-Pacific,1,1,89.4,96.8,92.9,92.4,90.3,91.1,80,92.8,90.9,85.6,94.8,85,80,0.1,22,17,14.1,17.1906666666667,5.639,565.811,3.231,3.3,100344.68,3.8,0.439,77646.1255597402,108.341,29364,1,119,22,59,61,11207,17,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,2,0,0,1,1,1,1,0,0,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0
New Zealand,Lower,-40.9006,174.886,NZL,East Asia & Pacific,High income,174.776,-41.2865,4841000,263310,18.3851733697923,1556875,81.8585365853659,42330.9063973053,17249049.9541367,187851,,9.1700553894043,New Zealand,41,0,4,21,39,25,New Zealand,NewZealand,Asia-Pacific,3,3,84.1,93.3,79.1,93.9,71,57.8,98.3,90.4,86.7,87,92.2,80,80,1.4,33,28,32,37.4952871258667,4.929,197.827,2.991,3.4,40135.41,4.5,1.647,1403.74396302395,29.388,1503,37,83,21,67,53,1452,62,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,4,0,0,2,0,1,0,1,1,3,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tanzania,Lower,-6.369,34.8888,TZA,Sub-Saharan Africa ,Low income,35.7382,-6.17486,56318348,885800,63.5790787988259,6047600,65.015,1060.99461489421,1481557,51577,40.5,3.6454513669014,Tanzania,1,0,0,3,6,4,Tanzania,Tanzania,Sub-Saharan Africa,89,6,61.7,41.9,43.4,32.5,80.6,91.6,92.9,45.9,66.4,72.2,67.8,55,50,8.6,30,30,11.8265649712045,16.7826666666667,51.046,175.785,6.585,6.6,3443.66,1.9,3.509,1104.8,35.993,509,54,66,21,69,51,183,65,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,0,2,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
Uruguay,Lower,-32.5228,-55.7658,URY,Latin America & Caribbean ,High income,-56.0675,-34.8941,3449299,175020,19.7080276539824,1736989,77.77,17277.9701105496,563632,8731,39.7,9.29621160030365,Uruguay,12,0,2,7,9,4,Uruguay,Uruguay,Americas,47,5,69.1,72,59.8,73.5,75.2,66.5,72.3,73.6,71,72.7,77.4,85,30,6.3,30,25,30.9,33.3936666666667,3.506,81.599,2.1,2,23274.14,8,7.607,-626.453903471044,69.99,746,51,69,20,66,54,588,69,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,2,0,0,0,2,1,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
Guinea,Lower,9.9456,-9.6966,GIN,Sub-Saharan Africa ,Low income,-13.7,9.51667,12414318,245720,50.5222122741332,1843121,61.185,878.599613250501,,,33.7,4.12308685481548,Guinea,6,0,0,6,6,5,Guinea,Guinea,Sub-Saharan Africa,121,17,56.5,38.7,33.3,16.1,70,91.4,93.8,55.4,58,70.6,60.4,50,40,12.3,40,35,13.3,16.887,13.294,30.705,5.787,6.7,2309.62,3.6,9.7,482.706666666667,38.731,2863,51,69,18,84,36,1525,72,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,3,1,0,1,0,0,2,0
Nicaragua,Lower,12.8654,-85.2072,NIC,Latin America & Caribbean ,Lower middle income,-86.2734,12.1475,6465513,120340,53.7270483629716,1047923,74.275,2020.54702818624,,,46.2,8.64546522498131,Nicaragua,2,0,0,5,7,2,Nicaragua,Nicaragua,Americas,115,23,57.2,33.5,19.5,24.3,76.3,77.5,87.2,55.1,55.5,71.5,75.4,60,50,2.3,30,30,23.8,27.408,6.288,35.733,-4,3,5682.74,4.5,4.965,359.2,37.167,254,57,63,17,65,55,199,81,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,9,0
Congo (Brazzaville),Lower,-4.0383,21.7587,COD,Sub-Saharan Africa ,Low income,15.3222,-4.325,84068091,2267050,37.0825923557045,13171256,60.368,561.777182390425,932043.438522108,18612.1962447002,42.1,3.97872291505337,"Congo, Dem. Rep.",4,0,6,9,9,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,420,53,67,15,71,49,132,71,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0
Gabon,Lower,-0.8037,11.6094,GAB,Sub-Saharan Africa ,Upper middle income,9.45162,0.38832,2119275,257670,8.22476423332169,813489,66.187,7952.52589277651,77320,2305,38,2.78074592351913,Gabon,15,0,3,8,8,8,Gabon,Gabon,Sub-Saharan Africa,118,16,56.7,36.9,20.8,36.7,74.3,89.3,88.9,52.1,52.3,77.3,51.2,60,40,16.9,35,30,21.1,18.901,2.053,37.968,1.221,2.4,18495.87,19.5,4.773,845.752960634716,58.194,1567,52,68,12,58,62,365,72,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,1,0,0,2,0,0,0,1,0,0,1,0,1,0,0,1,0
Togo,Lower,8.6195,0.8248,TGO,Sub-Saharan Africa ,Low income,1.2255,6.1228,7889094,54390,145.046773303916,1745744,60.76,678.95563806112,566295,11559,43.1,6.19951225817204,Togo,8,0,2,7,6,7,Togo,Togo,Sub-Saharan Africa,140,27,54.1,41.6,31.7,31.2,67.5,78.6,59.4,55,46.9,79.5,63.2,65,30,13.4,45,27,22.2,26.6866666666667,7.994,13.954,4.748,5.3,1745.57,1.7,0.727,101.981197486963,74.602,340,44,76,12,65,55,110,58,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
Paraguay,Lower,-23.4425,-58.4438,PRY,Latin America & Caribbean ,Upper middle income,-57.6362,-25.3005,6956071,397300,17.5083589227284,3222199,74.131,5821.81432292324,560631,4215,46.2,6.65456876158714,Paraguay,4,0,5,11,10,9,Paraguay,Paraguay,Americas,80,15,63,44.7,26.4,29.6,96.1,88.6,98,60.9,29,72.5,75.4,75,60,4.8,10,10,13.8,19.5233333333333,7.053,94.477,3.723,4.2,13395.3,4.7,3.972,453.917,21.597,833,46,74,11,59,61,242,65,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Costa Rica,Lower,9.7489,-83.7534,CRI,Latin America & Caribbean ,Upper middle income,-84.0089,9.63701,4999441,51060,97.9130630630631,1357745,80.095,12027.3658826316,1948546,39730,48,7.32879638671875,Costa Rica,4,0,0,14,6,6,Costa Rica,CostaRica,Americas,68,12,65.8,66.7,54.4,57.2,78.9,88.4,39.7,66.5,55,81.2,81.4,70,50,1.8,25,30,24.1,19.684,5.024,88.22,2.67,3.5,17559.06,8.1,2.312,2134.184,53.543,897,44,76,10,57,63,582,59,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0
Guyana,Lower,5,-58.75,GUY,Latin America & Caribbean ,Upper middle income,-58.1548,6.80461,779004,196850,3.95734823469647,,69.774,4979.00218839886,26069,1931,,4.94550988078117,Guyana,9,0,0,6,17,6,Guyana,Guyana,Americas,124,24,56.2,53.6,42.6,34.1,66,64.4,58.6,58.9,62.1,82.5,66.8,55,30,6.6,33.3,40,26.2,34.4566666666667,0.782,6.664,3.417,3.2,8519,12.2,1.296,494.797737809017,56.984,125,50,70,10,50,70,47,75,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mauritius,Lower,-20.2,57.5,MUS,Sub-Saharan Africa ,Upper middle income,57.4977,-20.1605,1265303,2030,623.30197044335,,74.4163414634146,11238.6903948961,1745291,14940,36.8,5.71872070431709,Mauritius,0,0,3,11,14,2,Mauritius,Mauritius,Sub-Saharan Africa,21,1,74.9,75.8,62.6,53.3,91.5,82.1,79.3,82.5,60.2,73.8,88.2,80,70,0.9,15,15,20,24.439,1.266,29.994,3.76,3.7,23699.48,6.9,3.231,371.518185920763,65.199,332,56,64,10,59,61,322,73,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,2,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Venezuela,Lower,6.4238,-66.5897,VEN,Latin America & Caribbean ,Upper middle income,-69.8371,9.08165,28870195,882050,32.7307919052208,2934560,72.128,16054.4905130962,2137771,24986,,1.18121011182666,"Venezuela, RB",9,0,4,8,10,5,Venezuela,Venezuela,Americas,179,32,25.2,10.1,12.6,14.6,72.8,66.3,0,30.8,27.7,0,58,0,10,11,34,34,20.2,33.508,29.187,277.8,-18,-12.2,8800,8.4,929789.5,956,175.618,824,52,68,10,65,55,262,60,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,2,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Djibouti,Lower,11.8251,42.5903,DJI,Middle East & North Africa,Lower middle income,43.1425,11.5806,958920,23180,41.3684210526316,561564,66.582,3082.54309871957,,,41.6,3.31651791930199,Djibouti,1,0,11,8,20,9,Djibouti,Djibouti,Sub-Saharan Africa,151,33,52.9,58.8,31.7,25.5,75.3,53.6,10.9,62.3,60.6,76.5,49.8,80,50,17.6,30,25,30.8,39.331,1.049,3.971,6.7,6.5,3785.76,11.1,-0.136,265,67.378,1828,56,64,9,79,41,1052,72,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3,0,2
Sri Lanka,Lower,7,81,LKA,South Asia,Upper middle income,79.8528,6.92148,21670000,62710,345.558922022006,599821,76.812,4102.48135014467,5882376,34425,39.8,3.81142050027847,Sri Lanka,58,0,5,66,47,32,Sri Lanka,SriLanka,Asia-Pacific,112,24,57.4,47.7,39.2,34.7,84.8,88.9,39.3,76.5,58.6,71.1,67.6,40,40,8.7,24,28,12.6,19.2296666666667,21.688,290.561,3.02,4.2,13397.47,4.4,4.27,1610.544,84.065,1028,5,115,9,66,54,584,17,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sao Tome and Principe,Lower,0.18636,6.613081,STP,Sub-Saharan Africa ,Lower middle income,6.6071,0.20618,211028,960,219.820833333333,,70.17,2001.14090226164,50716,1143,56.3,6.22999146580696,Sao Tome and Principe,3,0,1,3,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,251,75,45,8,100,20,4,97,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0
Trinidad and Tobago,Lower,10.6918,-61.2225,TTO,Latin America & Caribbean ,High income,-61.4789,10.6596,1389858,5130,270.927485380117,544417,73.38,17129.9130902577,2525130,32770,,6.97873532772064,Trinidad and Tobago,5,0,1,2,11,4,Trinidad and Tobago,TrinidadTobago,Americas,109,21,58.3,56.6,42.1,37.4,82.6,66.5,15.9,67.3,76,77.4,67.8,60,50,8.6,25,25,22.2,33.396,1.375,44.357,0.314,-1.5,32253.75,2.8,1.062,-436.143,45.31,116,52,68,8,63,57,107,59,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,2,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Barbados,Lower,13.1939,-59.5432,BRB,Latin America & Caribbean ,High income,-59.6105,13.0935,286641,430,666.606976744186,,79.081,17949.2815054371,,,,6.77912682294846,Barbados,16,0,3,7,81,22,Barbados,Barbados,Americas,92,17,61.4,56.6,36.1,44,73.6,69.2,63.1,69.4,60,77.9,56.6,70,60,14.2,40,5.5,31.8,32.023,0.286,5.309,-0.5,0.7,18534.3,9.6,3.632,195.096,124.536,90,55,65,7,74,46,70,74,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Equatorial Guinea,Lower,1.5,10,GNQ,Sub-Saharan Africa ,Upper middle income,8.7741,3.7523,1308974,28050,46.6657397504456,375896,58.402,10144.1958108456,466435.119298493,19549.2208516854,,3.10709420591593,Equatorial Guinea,25,0,3,21,33,15,Equatorial Guinea,EquatorialGuinea,Sub-Saharan Africa,167,42,48.3,38.1,19.5,15.1,75.1,86.4,77.2,37.5,34.2,78.1,48.8,40,30,15.6,35,35,5.92410548533015,21.298,1.314,29.838,-5.728,-5.6,22709.69,9.2,1.346,395.88436455242,35.855,890,53,67,7,91,29,22,69,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0
Zambia,Lower,-15.4167,28.2833,ZMB,Sub-Saharan Africa ,Lower middle income,28.2937,-15.3982,17351822,743390,23.3414789007116,2523844,63.51,1539.90015779907,8904,734,57.1,4.47034128010273,Zambia,2,0,0,7,10,12,Zambia,Zambia,Sub-Saharan Africa,147,31,53.5,45.2,31.3,28.4,73.2,81.7,18.4,66.4,47,72.2,72.6,55,50,6.2,35,35,15.1848706194055,24.7023333333333,17.773,72.932,3.477,3.6,4103.5,7.2,7.043,568.95,72.361,832,56,64,7,71,49,197,72,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0
Guinea-Bissau,Lower,11.8037,-15.1804,GNB,Sub-Saharan Africa ,Low income,-15.1804,11.8037,1874309,28120,66.6539473684211,558399,58.003,777.969921802522,,,50.7,7.23586902022362,Guinea-Bissau,6,0,1,14,12,10,Guinea-Bissau,GuineaBissau,Sub-Saharan Africa,148,32,53.3,41.3,48.4,14.8,88.7,86.7,67.3,39.1,61.2,82.7,49,30,30,15.5,20,25,10.3228332008281,21.075,1.738,3.366,3.8,4.6,1936.85,4.1,1.404,17.3396297309634,56.11,1089,63,57,6,95,25,42,88,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,2,0
Ethiopia,Lower,9.145,40.4897,ETH,Sub-Saharan Africa ,Low income,38.7468,9.02274,109224559,1000000,109.224559,4399674,66.24,772.313530261357,11501244,110971,35,3.50255742669106,Ethiopia,11,0,0,3,9,18,Ethiopia,Ethiopia,Sub-Saharan Africa,146,30,53.6,36.5,45.1,29.4,77.4,90.8,79.2,48.6,57.6,62.7,60.8,35,20,12.1,35,30,11.6,17.5183333333333,94.138,219.545,7.705,9.3,2332.16,1.8,13.815,3310.3,61.089,389,51,69,5,74,46,122,60,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
